Data,Fruta,Preco,Dolar,Producao,ProducaoPerdida,Inflacao,TemperaturaMedia,Chuva,Precipitacao,Umidade,Rupia,Defensivos
2011-05-24,Amla,35,1.613,131.1,0,1.323424968,28.92,53.1,5,98,46.67,842.8
2011-05-25,Amla,35,1.613,132.3,0,1.323424968,28.92,53.1,5,98,46.67,610
2011-05-26,Amla,35,1.613,142,0,1.323424968,28.92,53.1,5,98,46.67,180.8
2011-05-27,Amla,35,1.613,141.4,0,1.323424968,28.92,53.1,5,98,46.67,968.2
2011-05-28,Amla,35,1.613,138.7,0,1.323424968,28.92,53.1,5,98,46.67,593.2
2011-05-30,Amla,35,1.613,138.1,0,1.323424968,28.92,53.1,5,98,46.67,107.6
2011-05-31,Amla,35,1.613,132.5,0,1.323424968,28.92,53.1,5,98,46.67,672.6
2011-06-01,Amla,35,1.587,131.5,0,1.325410106,28.6,183.5,53,100,46.67,872.7
2011-06-02,Amla,35,1.587,133.1,0,1.325410106,28.6,183.5,53,100,46.67,432.8
2011-06-03,Amla,35,1.587,143.3,0,1.325410106,28.6,183.5,53,100,46.67,181.1
2011-06-04,Amla,35,1.587,142.9,0,1.325410106,28.6,183.5,53,100,46.67,859.2
2011-06-06,Amla,35,1.587,138.5,0,1.325410106,28.6,183.5,53,100,46.67,898.9
2011-06-07,Amla,35,1.587,142.8,0,1.325410106,28.6,183.5,53,100,46.67,840.4
2011-06-08,Amla,35,1.587,132.2,0,1.325410106,28.6,183.5,53,100,46.67,440.2
2011-06-09,Amla,35,1.587,141.4,0,1.325410106,28.6,183.5,53,100,46.67,737.1
2011-06-10,Amla,35,1.587,135.6,0,1.325410106,28.6,183.5,53,100,46.67,689.7
2011-06-11,Amla,35,1.587,140.7,0,1.325410106,28.6,183.5,53,100,46.67,47.6
2011-06-13,Amla,35,1.587,139.7,0,1.325410106,28.6,183.5,53,100,46.67,437.1
2011-06-14,Amla,35,1.587,142.1,0,1.325410106,28.6,183.5,53,100,46.67,651.1
2011-06-15,Amla,35,1.587,135.1,0,1.325410106,28.6,183.5,53,100,46.67,608.8
2011-06-16,Amla,35,1.587,132,0,1.325410106,28.6,183.5,53,100,46.67,243.6
2011-06-17,Amla,35,1.587,136.5,0,1.325410106,28.6,183.5,53,100,46.67,461.4
2011-06-18,Amla,35,1.587,141.3,0,1.325410106,28.6,183.5,53,100,46.67,636.6
2011-06-20,Amla,35,1.587,139.6,0,1.325410106,28.6,183.5,53,100,46.67,451.6
2011-06-21,Amla,35,1.587,132.1,0,1.325410106,28.6,183.5,53,100,46.67,149.3
2011-06-22,Amla,35,1.587,133.9,0,1.325410106,28.6,183.5,53,100,46.67,331.1
2011-06-23,Amla,35,1.587,143.1,0,1.325410106,28.6,183.5,53,100,46.67,772.9
2011-06-24,Amla,35,1.587,133,0,1.325410106,28.6,183.5,53,100,46.67,564
2011-06-25,Amla,35,1.587,132.7,0,1.325410106,28.6,183.5,53,100,46.67,206.9
2011-06-27,Amla,35,1.587,142.6,0,1.325410106,28.6,183.5,53,100,46.67,648.1
2011-06-28,Amla,35,1.587,134.2,0,1.325410106,28.6,183.5,53,100,46.67,350
2011-06-29,Amla,35,1.587,134.3,0,1.325410106,28.6,183.5,53,100,46.67,790.4
2011-06-30,Amla,35,1.587,141.5,0,1.325410106,28.6,183.5,53,100,46.67,303.8
2011-07-01,Amla,35,1.564,135.4,0,1.327530762,27.6,246,76,100,46.67,391.6
2011-07-02,Amla,35,1.564,131.7,0,1.327530762,27.6,246,76,100,46.67,615
2011-07-04,Amla,35,1.564,132.6,0,1.327530762,27.6,246,76,100,46.67,145.2
2011-07-06,Amla,35,1.564,134.6,0,1.327530762,27.6,246,76,100,46.67,527.2
2011-07-07,Amla,35,1.564,138.5,0,1.327530762,27.6,246,76,100,46.67,193.6
2011-07-08,Amla,35,1.564,142.8,0,1.327530762,27.6,246,76,100,46.67,535.5
2011-07-09,Amla,35,1.564,131.6,0,1.327530762,27.6,246,76,100,46.67,308.4
2011-07-11,Amla,35,1.564,139.6,0,1.327530762,27.6,246,76,100,46.67,55.8
2011-07-12,Amla,35,1.564,139.6,0,1.327530762,27.6,246,76,100,46.67,465.2
2011-07-13,Amla,35,1.564,135.1,0,1.327530762,27.6,246,76,100,46.67,213.6
2011-07-14,Amla,35,1.564,139.4,0,1.327530762,27.6,246,76,100,46.67,235.9
2011-07-15,Amla,35,1.564,143.4,0,1.327530762,27.6,246,76,100,46.67,82.8
2011-07-16,Amla,35,1.564,142.9,0,1.327530762,27.6,246,76,100,46.67,561.2
2011-07-18,Amla,35,1.564,142.4,0,1.327530762,27.6,246,76,100,46.67,241.7
2011-07-19,Amla,35,1.564,134.4,0,1.327530762,27.6,246,76,100,46.67,219.6
2011-07-20,Amla,35,1.564,137.7,0,1.327530762,27.6,246,76,100,46.67,280.3
2011-07-21,Amla,35,1.564,134.6,0,1.327530762,27.6,246,76,100,46.67,355.2
2011-07-22,Amla,35,1.564,137.8,0,1.327530762,27.6,246,76,100,46.67,598.5
2011-07-23,Amla,35,1.564,140.5,0,1.327530762,27.6,246,76,100,46.67,650.7
2011-07-25,Amla,35,1.564,133.4,0,1.327530762,27.6,246,76,100,46.67,406.4
2011-07-26,Amla,35,1.564,132.5,0,1.327530762,27.6,246,76,100,46.67,434.7
2011-07-27,Amla,35,1.564,133.1,0,1.327530762,27.6,246,76,100,46.67,411.8
2011-07-28,Amla,35,1.564,135.8,0,1.327530762,27.6,246,76,100,46.67,259.3
2011-07-29,Amla,35,1.564,139.4,0,1.327530762,27.6,246,76,100,46.67,602
2011-07-30,Amla,35,1.564,139.6,0,1.327530762,27.6,246,76,100,46.67,556.2
2011-08-01,Amla,35,1.597,134.9,0,1.332442626,27.2,284.9,68,100,46.67,67.1
2011-08-02,Amla,35,1.597,143.7,0,1.332442626,27.2,284.9,68,100,46.67,481.3
2011-08-03,Amla,35,1.597,141.3,0,1.332442626,27.2,284.9,68,100,46.67,16.7
2011-08-04,Amla,35,1.597,135.7,0,1.332442626,27.2,284.9,68,100,46.67,699.2
2011-08-05,Amla,35,1.597,130.8,0,1.332442626,27.2,284.9,68,100,46.67,171.1
2011-08-06,Amla,35,1.597,143.9,0,1.332442626,27.2,284.9,68,100,46.67,175.3
2011-08-08,Amla,35,1.597,135.2,0,1.332442626,27.2,284.9,68,100,46.67,520.7
2011-08-09,Amla,35,1.597,137,0,1.332442626,27.2,284.9,68,100,46.67,366.4
2011-08-10,Amla,35,1.597,135.5,0,1.332442626,27.2,284.9,68,100,46.67,339.8
2011-08-11,Amla,35,1.597,141.9,0,1.332442626,27.2,284.9,68,100,46.67,187.2
2011-08-12,Amla,35,1.597,133.4,0,1.332442626,27.2,284.9,68,100,46.67,113.4
2011-08-13,Amla,35,1.597,135,0,1.332442626,27.2,284.9,68,100,46.67,501
2011-08-15,Amla,35,1.597,131.3,0,1.332442626,27.2,284.9,68,100,46.67,454.8
2011-08-16,Amla,35,1.597,139.6,0,1.332442626,27.2,284.9,68,100,46.67,310.1
2011-08-17,Amla,35,1.597,139.8,0,1.332442626,27.2,284.9,68,100,46.67,414.4
2011-08-18,Amla,35,1.597,134.9,0,1.332442626,27.2,284.9,68,100,46.67,83
2011-08-19,Amla,35,1.597,130.8,0,1.332442626,27.2,284.9,68,100,46.67,730.6
2011-08-20,Amla,35,1.597,137.4,0,1.332442626,27.2,284.9,68,100,46.67,613.2
2011-08-22,Amla,35,1.597,142.1,0,1.332442626,27.2,284.9,68,100,46.67,683.8
2011-08-23,Amla,35,1.597,132.2,0,1.332442626,27.2,284.9,68,100,46.67,643.2
2011-08-24,Amla,35,1.597,134.5,0,1.332442626,27.2,284.9,68,100,46.67,131.2
2011-08-25,Amla,35,1.597,143.7,0,1.332442626,27.2,284.9,68,100,46.67,141.8
2011-08-26,Amla,35,1.597,144,0,1.332442626,27.2,284.9,68,100,46.67,264.8
2011-08-27,Amla,35,1.597,139.6,0,1.332442626,27.2,284.9,68,100,46.67,312.9
2011-08-29,Amla,35,1.597,138.5,0,1.332442626,27.2,284.9,68,100,46.67,165
2011-08-30,Amla,35,1.597,131.8,0,1.332442626,27.2,284.9,68,100,46.67,620.2
2011-08-31,Amla,35,1.597,133.5,0,1.332442626,27.2,284.9,68,100,46.67,325
2011-09-01,Amla,35,1.749,141.3,0,1.339504572,26.7,186.9,54,100,46.67,523.1
2011-09-02,Amla,35,1.749,132.6,0,1.339504572,26.7,186.9,54,100,46.67,55.1
2011-09-03,Amla,35,1.749,133,0,1.339504572,26.7,186.9,54,100,46.67,637.2
2011-09-05,Amla,35,1.749,143,0,1.339504572,26.7,186.9,54,100,46.67,451.9
2011-09-06,Amla,35,1.749,132.8,0,1.339504572,26.7,186.9,54,100,46.67,320.5
2011-09-07,Amla,35,1.749,135.6,0,1.339504572,26.7,186.9,54,100,46.67,263.4
2011-09-08,Amla,35,1.749,141.3,0,1.339504572,26.7,186.9,54,100,46.67,588
2011-09-09,Amla,35,1.749,138.9,0,1.339504572,26.7,186.9,54,100,46.67,135.6
2011-09-10,Amla,35,1.749,135.5,0,1.339504572,26.7,186.9,54,100,46.67,225.7
2011-09-12,Amla,35,1.749,133.1,0,1.339504572,26.7,186.9,54,100,46.67,561.6
2011-09-13,Amla,35,1.749,143.7,0,1.339504572,26.7,186.9,54,100,46.67,209.3
2011-09-14,Amla,35,1.749,142.8,0,1.339504572,26.7,186.9,54,100,46.67,583.1
2011-09-15,Amla,35,1.749,135.4,0,1.339504572,26.7,186.9,54,100,46.67,123.1
2011-09-16,Amla,35,1.749,137.7,0,1.339504572,26.7,186.9,54,100,46.67,394.6
2011-09-17,Amla,35,1.749,135.1,0,1.339504572,26.7,186.9,54,100,46.67,690.5
2011-09-19,Amla,35,1.749,142.1,0,1.339504572,26.7,186.9,54,100,46.67,748.8
2011-09-20,Amla,35,1.749,131.3,0,1.339504572,26.7,186.9,54,100,46.67,136
2011-09-21,Amla,35,1.749,131.6,0,1.339504572,26.7,186.9,54,100,46.67,128.5
2011-09-22,Amla,35,1.749,131,0,1.339504572,26.7,186.9,54,100,46.67,152.1
2011-09-23,Amla,35,1.749,135.7,0,1.339504572,26.7,186.9,54,100,46.67,551.8
2011-09-24,Amla,35,1.749,136.5,0,1.339504572,26.7,186.9,54,100,46.67,678.4
2011-09-26,Amla,35,1.749,132.4,0,1.339504572,26.7,186.9,54,100,46.67,655.8
2011-09-27,Amla,35,1.749,142.2,0,1.339504572,26.7,186.9,54,100,46.67,274.5
2011-09-28,Amla,35,1.749,131.2,0,1.339504572,26.7,186.9,54,100,46.67,352
2011-09-29,Amla,35,1.749,132.5,0,1.339504572,26.7,186.9,54,100,46.67,438.2
2011-09-30,Amla,35,1.749,133.7,0,1.339504572,26.7,186.9,54,100,46.67,196
2011-10-01,Amla,35,1.772,133,0,1.345264441,25.51,38.1,22,85,46.67,275.5
2011-10-03,Amla,35,1.772,133,0,1.345264441,25.51,38.1,22,85,46.67,262
2011-10-04,Amla,35,1.772,140.9,0,1.345264441,25.51,38.1,22,85,46.67,103.8
2011-10-05,Amla,35,1.772,132,0,1.345264441,25.51,38.1,22,85,46.67,107.2
2011-10-07,Amla,35,1.772,130.6,0,1.345264441,25.51,38.1,22,85,46.67,250.2
2011-10-08,Amla,35,1.772,133.8,0,1.345264441,25.51,38.1,22,85,46.67,181.9
2011-10-10,Amla,35,1.772,136.4,0,1.345264441,25.51,38.1,22,85,46.67,222.1
2011-10-11,Amla,35,1.772,132.8,0,1.345264441,25.51,38.1,22,85,46.67,406.4
2011-10-12,Amla,35,1.772,136.1,0,1.345264441,25.51,38.1,22,85,46.67,550.9
2011-10-13,Amla,35,1.772,136.3,0,1.345264441,25.51,38.1,22,85,46.67,474
2011-10-14,Amla,35,1.772,140.6,0,1.345264441,25.51,38.1,22,85,46.67,72.2
2011-10-15,Amla,35,1.772,130.8,0,1.345264441,25.51,38.1,22,85,46.67,206.8
2011-10-18,Amla,35,1.772,137.5,0,1.345264441,25.51,38.1,22,85,46.67,298.8
2011-10-20,Amla,35,1.772,134.6,0,1.345264441,25.51,38.1,22,85,46.67,672.6
2011-10-21,Amla,35,1.772,135,0,1.345264441,25.51,38.1,22,85,46.67,301
2011-10-22,Amla,35,1.772,136.2,0,1.345264441,25.51,38.1,22,85,46.67,224.9
2011-10-24,Amla,35,1.772,142.4,0,1.345264441,25.51,38.1,22,85,46.67,553.9
2011-10-25,Amla,35,1.772,136.2,0,1.345264441,25.51,38.1,22,85,46.67,476.7
2011-10-26,Amla,35,1.772,142.2,0,1.345264441,25.51,38.1,22,85,46.67,555
2011-10-27,Amla,35,1.772,142.3,0,1.345264441,25.51,38.1,22,85,46.67,737
2011-10-28,Amla,35,1.772,131.9,0,1.345264441,25.51,38.1,22,85,46.67,413.5
2011-10-29,Amla,35,1.772,135.8,0,1.345264441,25.51,38.1,22,85,46.67,182.8
2011-10-31,Amla,35,1.772,136.8,0,1.345264441,25.51,38.1,22,85,46.67,314.6
2011-11-01,Amla,35,1.79,134.5,0,1.352259817,22.84,20.1,5,50,46.67,161.7
2011-11-02,Amla,35,1.79,134.8,0,1.352259817,22.84,20.1,5,50,46.67,274.7
2011-11-03,Amla,35,1.79,138.4,0,1.352259817,22.84,20.1,5,50,46.67,557.5
2011-11-04,Amla,35,1.79,134,0,1.352259817,22.84,20.1,5,50,46.67,556.3
2011-11-05,Amla,35,1.79,135.1,0,1.352259817,22.84,20.1,5,50,46.67,675.9
2011-11-07,Amla,35,1.79,134.1,0,1.352259817,22.84,20.1,5,50,46.67,170
2011-11-08,Amla,35,1.79,138.1,0,1.352259817,22.84,20.1,5,50,46.67,313.1
2011-11-09,Amla,35,1.79,130.8,0,1.352259817,22.84,20.1,5,50,46.67,580.6
2011-11-10,Amla,35,1.79,140.8,0,1.352259817,22.84,20.1,5,50,46.67,469.9
2011-11-11,Amla,35,1.79,131.3,0,1.352259817,22.84,20.1,5,50,46.67,526.6
2011-11-12,Amla,35,1.79,136.4,0,1.352259817,22.84,20.1,5,50,46.67,558.9
2011-11-14,Amla,35,1.79,140.3,0,1.352259817,22.84,20.1,5,50,46.67,745.7
2011-11-15,Amla,35,1.79,136.7,0,1.352259817,22.84,20.1,5,50,46.67,139.3
2011-11-16,Amla,35,1.79,143.9,0,1.352259817,22.84,20.1,5,50,46.67,708.8
2011-11-17,Amla,35,1.79,133.7,0,1.352259817,22.84,20.1,5,50,46.67,667.7
2011-11-18,Amla,35,1.79,133.5,0,1.352259817,22.84,20.1,5,50,46.67,372.8
2011-11-19,Amla,35,1.79,144,0,1.352259817,22.84,20.1,5,50,46.67,542
2011-11-21,Amla,35,1.79,134,0,1.352259817,22.84,20.1,5,50,46.67,510.6
2011-11-22,Amla,35,1.79,130.9,0,1.352259817,22.84,20.1,5,50,46.67,2.6
2011-11-23,Amla,35,1.79,133.3,0,1.352259817,22.84,20.1,5,50,46.67,371.1
2011-11-24,Amla,35,1.79,132.6,0,1.352259817,22.84,20.1,5,50,46.67,602.1
2011-11-25,Amla,35,1.79,136.9,0,1.352259817,22.84,20.1,5,50,46.67,562.8
2011-11-26,Amla,35,1.79,131.4,0,1.352259817,22.84,20.1,5,50,46.67,249.8
2011-11-28,Amla,35,1.79,131.9,0,1.352259817,22.84,20.1,5,50,46.67,341.3
2011-11-29,Amla,35,1.79,133.4,0,1.352259817,22.84,20.1,5,50,46.67,523.2
2011-11-30,Amla,35,1.79,143.4,0,1.352259817,22.84,20.1,5,50,46.67,743.9
2011-12-01,Amla,35,1.837,130.9,0,1.359021116,19.84,7.6,1,21,46.67,591.5
2011-12-02,Amla,35,1.837,139.9,0,1.359021116,19.84,7.6,1,21,46.67,265.5
2011-12-03,Amla,35,1.837,143.6,0,1.359021116,19.84,7.6,1,21,46.67,610.6
2011-12-05,Amla,35,1.837,137.5,0,1.359021116,19.84,7.6,1,21,46.67,579.4
2011-12-06,Amla,35,1.837,132.1,0,1.359021116,19.84,7.6,1,21,46.67,383.2
2011-12-07,Amla,35,1.837,136.4,0,1.359021116,19.84,7.6,1,21,46.67,676.9
2011-12-08,Amla,35,1.837,139,0,1.359021116,19.84,7.6,1,21,46.67,493.6
2011-12-09,Amla,35,1.837,142.4,0,1.359021116,19.84,7.6,1,21,46.67,630.8
2011-12-10,Amla,35,1.837,137.6,0,1.359021116,19.84,7.6,1,21,46.67,705.8
2011-12-12,Amla,35,1.837,137.3,0,1.359021116,19.84,7.6,1,21,46.67,54.9
2011-12-13,Amla,35,1.837,133.2,0,1.359021116,19.84,7.6,1,21,46.67,707.1
2011-12-14,Amla,35,1.837,136.4,0,1.359021116,19.84,7.6,1,21,46.67,511
2011-12-15,Amla,35,1.837,137.3,0,1.359021116,19.84,7.6,1,21,46.67,63.2
2011-12-16,Amla,35,1.837,131.1,0,1.359021116,19.84,7.6,1,21,46.67,631.1
2011-12-17,Amla,35,1.837,142.3,0,1.359021116,19.84,7.6,1,21,46.67,269.5
2011-12-19,Amla,35,1.837,141.7,0,1.359021116,19.84,7.6,1,21,46.67,536.2
2011-12-20,Amla,35,1.837,131.8,0,1.359021116,19.84,7.6,1,21,46.67,1.9
2011-12-21,Amla,35,1.837,143.1,0,1.359021116,19.84,7.6,1,21,46.67,168.1
2011-12-22,Amla,35,1.837,141.2,0,1.359021116,19.84,7.6,1,21,46.67,711.7
2011-12-23,Amla,35,1.837,137,0,1.359021116,19.84,7.6,1,21,46.67,386.7
2011-12-24,Amla,35,1.837,135.7,0,1.359021116,19.84,7.6,1,21,46.67,278.8
2011-12-26,Amla,35,1.837,136.4,0,1.359021116,19.84,7.6,1,21,46.67,629.2
2011-12-27,Amla,35,1.837,133,0,1.359021116,19.84,7.6,1,21,46.67,188.6
2011-12-28,Amla,35,1.837,143.6,0,1.359021116,19.84,7.6,1,21,46.67,48.1
2011-12-29,Amla,35,1.837,138.2,0,1.359021116,19.84,7.6,1,21,46.67,0.7
2011-12-30,Amla,35,1.837,134.9,0,1.359021116,19.84,7.6,1,21,46.67,646.3
2011-12-31,Amla,35,1.837,141.8,0,1.359021116,19.84,7.6,1,21,46.67,519.9
2012-01-02,Amla,35,1.79,142.9,0,1.77910393,18.25,26.5,1,12,53.44,363.4
2012-01-03,Amla,35,1.79,139.8,0,1.77910393,18.25,26.5,1,12,53.44,155.9
2012-01-04,Amla,35,1.79,142.4,0,1.77910393,18.25,26.5,1,12,53.44,659.3
2012-01-05,Amla,35,1.79,139,0,1.77910393,18.25,26.5,1,12,53.44,150
2012-01-06,Amla,35,1.79,141.6,0,1.77910393,18.25,26.5,1,12,53.44,492.5
2012-01-09,Amla,35,1.79,138.2,0,1.77910393,18.25,26.5,1,12,53.44,236.4
2012-01-10,Amla,35,1.79,143.6,0,1.77910393,18.25,26.5,1,12,53.44,352.1
2012-01-11,Amla,35,1.79,133.9,0,1.77910393,18.25,26.5,1,12,53.44,682
2012-01-12,Amla,35,1.79,143,0,1.77910393,18.25,26.5,1,12,53.44,630.9
2012-01-13,Amla,35,1.79,134.6,0,1.77910393,18.25,26.5,1,12,53.44,282.4
2012-01-14,Amla,35,1.79,140.9,0,1.77910393,18.25,26.5,1,12,53.44,10.3
2012-01-16,Amla,35,1.79,140.1,0,1.77910393,18.25,26.5,1,12,53.44,432.4
2012-01-17,Amla,35,1.79,133.5,0,1.77910393,18.25,26.5,1,12,53.44,739.2
2012-01-18,Amla,35,1.79,135.9,0,1.77910393,18.25,26.5,1,12,53.44,116.5
2012-01-19,Amla,35,1.79,141.6,0,1.77910393,18.25,26.5,1,12,53.44,150.8
2012-01-20,Amla,35,1.79,141,0,1.77910393,18.25,26.5,1,12,53.44,120.9
2012-01-21,Amla,35,1.79,142.7,0,1.77910393,18.25,26.5,1,12,53.44,305.7
2012-01-23,Amla,35,1.79,144.9,0,1.77910393,18.25,26.5,1,12,53.44,481.8
2012-01-24,Amla,36,1.79,130.7,0,1.77910393,18.25,26.5,1,12,53.44,546.5
2012-01-25,Amla,36,1.79,129.1,0,1.77910393,18.25,26.5,1,12,53.44,158.6
2012-01-26,Amla,36,1.79,138.6,0,1.77910393,18.25,26.5,1,12,53.44,400.3
2012-01-27,Amla,38,1.79,132.5,0,1.77910393,18.25,26.5,1,12,53.44,119
2012-01-28,Amla,38,1.79,132.4,0,1.77910393,18.25,26.5,1,12,53.44,335.6
2012-01-30,Amla,38,1.79,129.5,0,1.77910393,18.25,26.5,1,12,53.44,107.4
2012-01-31,Amla,38,1.79,131.7,0,1.77910393,18.25,26.5,1,12,53.44,280.7
2012-02-01,Amla,38,1.718,128.2,0,1.787109898,20.43,12.7,1,20,53.44,48.9
2012-02-03,Amla,38,1.718,128.4,0,1.787109898,20.43,12.7,1,20,53.44,656.7
2012-02-04,Amla,38,1.718,140.4,0,1.787109898,20.43,12.7,1,20,53.44,242.1
2012-02-06,Amla,38,1.718,139.2,0,1.787109898,20.43,12.7,1,20,53.44,140.6
2012-02-07,Amla,38,1.718,130.9,0,1.787109898,20.43,12.7,1,20,53.44,534.8
2012-02-08,Amla,36,1.718,143.5,0,1.787109898,20.43,12.7,1,20,53.44,132.8
2012-02-09,Amla,36,1.718,136.1,0,1.787109898,20.43,12.7,1,20,53.44,43.9
2012-02-10,Amla,35,1.718,153.4,0,1.787109898,20.43,12.7,1,20,53.44,241.9
2012-02-11,Amla,35,1.718,147.9,0,1.787109898,20.43,12.7,1,20,53.44,376.8
2012-02-13,Amla,35,1.718,144,0,1.787109898,20.43,12.7,1,20,53.44,414
2012-02-15,Amla,35,1.718,145.1,0,1.787109898,20.43,12.7,1,20,53.44,68.2
2012-02-16,Amla,35,1.718,146.2,0,1.787109898,20.43,12.7,1,20,53.44,508
2012-02-17,Amla,38,1.718,138.1,0,1.787109898,20.43,12.7,1,20,53.44,673.5
2012-02-18,Amla,38,1.718,138,0,1.787109898,20.43,12.7,1,20,53.44,235.7
2012-02-20,Amla,38,1.718,141.5,0,1.787109898,20.43,12.7,1,20,53.44,123.7
2012-02-21,Amla,38,1.718,140.8,0,1.787109898,20.43,12.7,1,20,53.44,666.7
2012-02-22,Amla,38,1.718,130.1,0,1.787109898,20.43,12.7,1,20,53.44,246
2012-02-23,Amla,38,1.718,133.1,0,1.787109898,20.43,12.7,1,20,53.44,113
2012-02-24,Amla,38,1.718,131.2,0,1.787109898,20.43,12.7,1,20,53.44,122.8
2012-02-25,Amla,39,1.718,137.9,0,1.787109898,20.43,12.7,1,20,53.44,188.2
2012-02-27,Amla,39,1.718,127.2,0,1.787109898,20.43,12.7,1,20,53.44,270.4
2012-02-28,Amla,39,1.718,127.3,0,1.787109898,20.43,12.7,1,20,53.44,309.9
2012-02-29,Amla,39,1.718,131.3,0,1.787109898,20.43,12.7,1,20,53.44,399.4
2012-03-01,Amla,39,1.795,157.6,0,1.790862829,23.98,11.3,1,55,53.44,593.5
2012-03-02,Amla,39,1.795,152,0,1.790862829,23.98,11.3,1,55,53.44,600.3
2012-03-03,Amla,39,1.795,155.4,0,1.790862829,23.98,11.3,1,55,53.44,183.7
2012-03-05,Amla,39,1.795,148.9,0,1.790862829,23.98,11.3,1,55,53.44,50.6
2012-03-06,Amla,40,1.795,147.6,0,1.790862829,23.98,11.3,1,55,53.44,311.6
2012-03-07,Amla,40,1.795,140.2,0,1.790862829,23.98,11.3,1,55,53.44,554.4
2012-03-08,Amla,40,1.795,143.5,0,1.790862829,23.98,11.3,1,55,53.44,547.8
2012-03-09,Amla,40,1.795,139.6,0,1.790862829,23.98,11.3,1,55,53.44,575.8
2012-03-10,Amla,40,1.795,146.7,0,1.790862829,23.98,11.3,1,55,53.44,370.8
2012-03-12,Amla,40,1.795,148.6,0,1.790862829,23.98,11.3,1,55,53.44,544.1
2012-03-13,Amla,40,1.795,150.2,0,1.790862829,23.98,11.3,1,55,53.44,211.4
2012-03-14,Amla,40,1.795,145.5,0,1.790862829,23.98,11.3,1,55,53.44,8
2012-03-15,Amla,44,1.795,128.5,0,1.790862829,23.98,11.3,1,55,53.44,617.2
2012-03-16,Amla,44,1.795,130.2,0,1.790862829,23.98,11.3,1,55,53.44,494.5
2012-03-17,Amla,44,1.795,134.5,0,1.790862829,23.98,11.3,1,55,53.44,583.6
